timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1778210716743,838,Request to Get Repository Details,200,OK,Git API Performance Testing 1-4,text,true,,8102,288,12,12,https://api.github.com/repos/bharathtechacademy05/JMeterRepo,832,0,502
1778210717143,444,Request to Get Repository Details,200,OK,Git API Performance Testing 1-8,text,true,,8100,288,12,12,https://api.github.com/repos/bharathtechacademy05/JMeterRepo,443,0,99
1778210716644,946,Request to Get Repository Details,200,OK,Git API Performance Testing 1-3,text,true,,8101,288,12,12,https://api.github.com/repos/bharathtechacademy05/JMeterRepo,945,0,599
1778210716945,645,Request to Get Repository Details,200,OK,Git API Performance Testing 1-6,text,true,,8102,288,12,12,https://api.github.com/repos/bharathtechacademy05/JMeterRepo,644,0,305
1778210716844,747,Request to Get Repository Details,200,OK,Git API Performance Testing 1-5,text,true,,8102,288,12,12,https://api.github.com/repos/bharathtechacademy05/JMeterRepo,746,0,407
1778210716589,1008,Request to Get Repository Details,200,OK,Git API Performance Testing 1-2,text,true,,8102,288,12,12,https://api.github.com/repos/bharathtechacademy05/JMeterRepo,1007,0,661
1778210717046,553,Request to Get Repository Details,200,OK,Git API Performance Testing 1-7,text,true,,8101,288,12,12,https://api.github.com/repos/bharathtechacademy05/JMeterRepo,552,0,197
1778210716588,1018,Request to Get Repository Details,200,OK,Git API Performance Testing 1-1,text,true,,8101,288,12,12,https://api.github.com/repos/bharathtechacademy05/JMeterRepo,1016,0,659
1778210717255,397,Request to Get Repository Details,200,OK,Git API Performance Testing 1-9,text,true,,8102,288,13,13,https://api.github.com/repos/bharathtechacademy05/JMeterRepo,397,0,58
1778210717344,373,Request to Get Repository Details,200,OK,Git API Performance Testing 1-10,text,true,,8101,288,13,13,https://api.github.com/repos/bharathtechacademy05/JMeterRepo,372,0,51
1778210717444,391,Request to Get Repository Details,200,OK,Git API Performance Testing 1-11,text,true,,8102,288,14,14,https://api.github.com/repos/bharathtechacademy05/JMeterRepo,390,0,49
1778210717583,328,Request to Update Repository Details,200,OK,Git API Performance Testing 1-4,text,true,,8030,376,15,15,https://api.github.com/repos/bharathtechacademy05/JMeterRepo,328,0,0
1778210717590,335,Request to Update Repository Details,200,OK,Git API Performance Testing 1-3,text,true,,8030,376,14,14,https://api.github.com/repos/bharathtechacademy05/JMeterRepo,335,0,0
